customer_id,gender,age,annual_income_kusd,spending_score,purchase_freq_yr,avg_basket_usd,avg_session_min,online_ratio,loyalty_years,true_segment
10223,Male,47,69.0,44,4.6,103.82,32.8,0.465,3.4,Mainstream
11159,Male,44,89.9,20,4.5,148.39,4.4,0.426,3.0,Affluent Savers
10106,Female,46,59.5,36,7.0,152.84,11.6,0.501,6.2,Mainstream
10674,Male,41,87.0,85,11.9,237.84,32.6,0.324,4.6,Premium Loyalists
10643,Male,50,92.6,77,13.8,219.79,23.2,0.428,5.0,Premium Loyalists
11198,Male,50,82.7,23,2.8,130.29,9.2,0.454,4.5,Affluent Savers
10666,Female,37,89.8,85,12.7,232.41,30.6,0.531,3.7,Premium Loyalists
10510,Female,42,56.7,56,14.0,117.26,21.3,0.418,6.6,Mainstream
10132,Male,18,59.7,45,7.6,120.27,24.2,0.557,0.0,Mainstream
11090,Female,42,28.3,27,5.5,86.85,15.6,0.415,4.9,Budget Conscious
10445,Male,47,85.1,57,11.4,210.74,30.4,0.446,5.0,Mainstream
10738,Male,35,86.7,83,11.9,205.35,26.6,0.344,3.3,Premium Loyalists
10509,Female,44,59.3,48,12.1,122.29,13.0,0.367,6.4,Mainstream
11605,Female,59,45.9,28,7.1,103.69,9.8,0.267,8.3,Noise
10076,Male,39,65.2,45,4.9,210.26,23.7,0.449,1.2,Mainstream
10037,Male,53,61.4,59,5.0,164.42,19.7,0.399,7.6,Mainstream
11418,Male,25,34.7,66,9.8,130.88,22.1,0.811,1.4,Young Aspirational
10058,Female,43,60.6,46,5.2,150.66,12.9,0.31,5.6,Mainstream
10197,Male,38,58.5,56,13.2,148.18,17.0,0.526,5.1,Mainstream
11331,Male,51,75.4,16,2.3,139.16,22.7,0.554,5.7,Affluent Savers
11384,Female,23,59.0,68,14.3,160.84,23.8,0.576,1.1,Young Aspirational
11043,Female,38,25.9,20,7.7,76.83,14.7,0.435,3.3,Budget Conscious
11555,Female,49,44.1,28,10.8,98.42,18.8,0.322,4.8,Noise
10478,Male,52,54.8,63,10.1,117.12,30.3,0.487,3.4,Mainstream
10087,Male,57,68.3,46,8.2,142.56,20.0,0.23,6.4,Mainstream
11481,Male,21,41.8,83,12.6,97.91,25.0,0.705,1.9,Young Aspirational
10562,Male,40,95.3,93,12.9,209.92,25.4,0.522,4.2,Premium Loyalists
10335,Male,38,76.6,39,6.6,143.7,22.8,0.466,6.0,Mainstream
11110,Male,34,24.1,17,3.9,130.48,5.9,0.51,4.8,Budget Conscious
10936,Female,24,19.0,17,6.9,32.47,8.2,0.653,1.8,Budget Conscious
11168,Male,74,74.4,27,0.5,139.27,15.6,0.1,11.4,Affluent Savers
11245,Male,47,81.7,27,3.2,183.14,15.0,0.267,5.1,Affluent Savers
11250,Female,39,82.9,24,6.6,146.44,11.5,0.5,3.5,Affluent Savers
10539,Male,46,86.2,81,14.3,210.57,32.2,0.492,4.4,Premium Loyalists
11152,Female,68,75.9,24,5.3,174.16,10.5,0.183,6.1,Affluent Savers
11023,Male,49,18.7,19,0.8,45.05,22.0,0.487,7.1,Budget Conscious
10726,Female,53,89.7,82,13.8,239.35,22.2,0.503,3.8,Premium Loyalists
10419,Male,58,51.9,61,9.0,147.25,22.9,0.363,7.4,Mainstream
11057,Female,50,34.8,26,5.3,10.0,11.2,0.183,7.1,Budget Conscious
11501,Female,31,54.8,70,9.5,124.3,19.9,0.664,3.6,Young Aspirational
11478,Male,25,32.8,82,9.4,99.56,33.9,0.593,2.9,Young Aspirational
10574,Male,55,87.2,81,16.2,167.89,30.7,0.61,9.1,Premium Loyalists
10730,Male,47,80.9,77,16.0,196.72,28.9,0.479,5.7,Premium Loyalists
11364,Female,34,36.0,71,10.9,102.91,28.7,0.461,4.4,Young Aspirational
10333,Male,42,68.6,41,3.8,180.81,38.9,0.358,3.2,Mainstream
10948,Female,36,26.8,21,3.8,54.64,11.9,0.581,3.0,Budget Conscious
10575,Female,34,88.7,79,8.3,183.07,16.8,0.499,3.8,Premium Loyalists
11379,Female,28,31.8,89,12.7,143.26,28.0,0.501,2.4,Young Aspirational
11549,Female,30,49.0,33,5.2,101.2,9.6,0.617,2.4,Noise
11171,Female,53,78.8,17,2.9,112.59,13.9,0.508,4.3,Affluent Savers
11464,Male,30,39.0,74,12.7,121.63,17.2,0.358,4.7,Young Aspirational
11298,Female,44,86.0,15,5.0,141.51,15.8,0.56,2.8,Affluent Savers
11050,Male,33,27.4,14,3.1,29.65,5.5,0.504,4.4,Budget Conscious
11258,Female,52,80.8,16,4.2,123.51,11.0,0.249,6.8,Affluent Savers
10009,Male,27,61.1,42,5.6,136.4,22.6,0.669,0.0,Mainstream
11486,Female,20,27.7,81,11.5,104.95,35.2,0.755,1.6,Young Aspirational
11382,Male,30,50.2,86,10.9,151.89,19.7,0.687,5.4,Young Aspirational
11419,Male,23,29.3,84,11.9,138.79,26.1,0.749,3.2,Young Aspirational
10305,Male,27,66.3,65,6.5,155.37,28.4,0.63,4.5,Mainstream
11213,Male,24,84.3,19,0.5,155.78,16.0,0.99,3.1,Affluent Savers
11003,Female,48,26.6,22,5.6,86.57,11.7,0.351,2.8,Budget Conscious
10075,Female,39,49.8,44,3.8,150.83,10.9,0.597,3.1,Mainstream
10977,Male,29,25.6,21,7.4,34.97,8.6,0.687,4.6,Budget Conscious
10523,Female,51,93.1,84,15.3,235.21,35.3,0.327,5.2,Premium Loyalists
10336,Female,42,51.0,46,7.9,111.16,22.2,0.495,3.2,Mainstream
10570,Male,38,84.9,80,8.8,191.71,34.2,0.741,4.2,Premium Loyalists
10591,Female,45,93.4,85,12.7,229.63,22.0,0.309,6.8,Premium Loyalists
10089,Female,35,46.3,40,10.1,69.8,19.6,0.364,1.7,Mainstream
10884,Female,52,32.8,19,3.7,46.51,15.8,0.452,7.4,Budget Conscious
10218,Male,38,55.2,40,9.5,105.61,20.6,0.5,5.1,Mainstream
10713,Male,41,94.0,79,11.8,223.99,28.5,0.23,7.0,Premium Loyalists
11202,Female,61,80.2,14,6.4,134.69,11.3,0.27,7.1,Affluent Savers
10174,Male,30,58.6,58,5.3,161.79,13.2,0.599,2.7,Mainstream
11479,Female,25,27.1,71,6.2,118.6,17.9,0.315,3.3,Young Aspirational
10222,Female,39,47.8,55,4.8,96.54,22.4,0.533,5.0,Mainstream
10320,Male,35,51.0,49,9.2,113.17,23.1,0.286,4.7,Mainstream
11400,Female,21,40.4,72,11.0,139.22,29.5,0.581,2.3,Young Aspirational
11531,Female,19,21.6,22,4.2,60.69,13.2,0.563,3.1,Noise
11447,Female,34,48.3,81,10.5,128.07,29.5,0.571,1.5,Young Aspirational
10267,Female,27,58.4,56,8.4,153.62,18.0,0.667,3.7,Mainstream
10007,Male,32,50.9,56,7.6,164.89,27.8,0.331,4.6,Mainstream
10810,Male,48,83.6,84,13.5,242.65,21.3,0.406,6.7,Premium Loyalists
10896,Male,32,25.0,11,4.3,85.27,10.1,0.466,3.3,Budget Conscious
10739,Female,41,87.1,81,12.5,223.23,29.6,0.279,3.6,Premium Loyalists
10139,Male,42,69.7,49,13.2,165.3,20.6,0.331,4.9,Mainstream
10164,Female,37,69.1,60,11.0,168.44,25.9,0.575,3.1,Mainstream
11325,Female,61,84.7,31,6.8,165.26,21.6,,3.3,Affluent Savers
10595,Female,34,84.6,78,14.9,228.01,24.0,0.743,3.4,Premium Loyalists
11517,Male,28,52.5,82,7.8,154.89,35.9,0.566,4.8,Young Aspirational
11421,Male,28,21.0,88,9.7,114.05,21.7,0.693,1.7,Young Aspirational
11167,Female,46,79.3,36,8.3,145.56,13.8,0.656,8.4,Affluent Savers
11527,Male,23,71.1,44,5.5,157.24,17.3,0.676,3.7,Noise
11483,Female,25,29.9,78,10.4,46.93,25.7,0.599,1.7,Young Aspirational
10524,Female,46,91.9,87,13.3,259.14,36.3,0.56,5.0,Premium Loyalists
10973,Male,53,22.6,20,8.0,52.99,9.4,0.163,6.4,Budget Conscious
11310,Male,38,87.3,17,6.1,180.41,5.1,0.429,4.3,Affluent Savers
10926,Male,49,34.8,23,6.3,20.7,16.6,0.399,4.9,Budget Conscious
10579,Male,36,83.4,79,13.5,214.56,27.3,0.503,4.6,Premium Loyalists
10873,Female,64,26.9,30,3.6,69.11,16.1,0.031,8.7,Budget Conscious
10020,Female,43,59.8,59,4.4,183.8,31.3,0.395,3.6,Mainstream
10790,Male,56,90.7,93,13.0,180.18,30.3,0.369,5.0,Premium Loyalists
10634,Female,48,88.0,74,10.7,226.35,24.7,0.507,4.9,Premium Loyalists
10868,Male,47,26.7,25,2.6,41.35,12.9,0.629,2.8,Budget Conscious
10619,Male,50,75.9,81,10.5,190.1,36.1,0.42,5.1,Premium Loyalists
11287,Female,37,89.9,7,7.2,131.63,1.0,0.468,1.9,Affluent Savers
10656,Female,48,85.1,79,13.1,196.27,17.5,0.396,3.3,Premium Loyalists
10928,Female,38,27.7,20,5.8,65.18,20.5,0.751,2.0,Budget Conscious
11394,Male,28,19.6,84,10.9,98.84,28.7,0.516,1.5,Young Aspirational
10138,Male,40,45.0,42,10.0,136.76,19.5,0.562,7.2,Mainstream
10558,Male,41,84.2,84,12.7,174.47,29.9,0.472,7.2,Premium Loyalists
10698,Female,48,91.4,70,9.7,200.68,28.3,0.393,5.0,Premium Loyalists
11319,Male,41,81.1,16,3.9,136.82,14.0,0.443,5.8,Affluent Savers
11488,Male,27,29.8,77,14.1,82.17,25.7,0.603,2.5,Young Aspirational
10984,Male,23,26.8,22,3.6,80.89,10.6,0.721,3.3,Budget Conscious
10449,Male,42,67.7,50,7.9,166.91,12.5,0.637,4.7,Mainstream
10369,Male,38,48.0,49,8.8,164.3,15.1,0.61,3.2,Mainstream
11512,Female,23,28.4,71,13.4,116.74,27.0,0.576,5.8,Young Aspirational
10883,Female,53,32.3,22,0.5,62.63,3.6,0.236,4.4,Budget Conscious
10328,Male,53,52.1,48,3.8,120.08,23.9,0.402,5.6,Mainstream
10318,Female,32,61.8,50,7.0,152.36,19.2,0.485,3.5,Mainstream
11306,Female,41,93.1,22,7.2,143.15,19.1,0.467,6.3,Affluent Savers
11475,Male,26,34.2,80,15.7,139.91,20.6,0.509,3.6,Young Aspirational
10529,Female,35,85.3,85,10.9,202.99,30.8,0.442,0.7,Premium Loyalists
10527,Female,64,86.8,81,7.0,221.06,29.3,0.29,5.9,Premium Loyalists
10088,Female,37,65.7,60,14.7,104.73,24.8,0.694,3.9,Mainstream
10480,Female,18,55.6,52,6.7,105.26,24.8,0.482,1.1,Mainstream
10339,Female,41,39.3,36,4.3,75.99,11.5,0.598,5.9,Mainstream
10861,Female,33,30.1,24,5.9,105.68,12.2,0.728,5.3,Budget Conscious
10658,Female,35,85.6,80,12.7,222.79,29.2,0.647,3.4,Premium Loyalists
10149,Female,45,58.2,46,8.0,127.79,19.1,,4.7,Mainstream
11348,Female,29,37.0,73,15.2,115.66,24.7,0.717,4.0,Young Aspirational
11484,Male,26,43.8,96,17.9,161.69,24.2,0.567,0.4,Young Aspirational
10029,Female,54,51.1,61,11.8,113.68,17.6,0.285,5.2,Mainstream
10247,Male,23,57.3,55,8.3,94.2,17.6,0.644,2.7,Mainstream
10366,Female,46,54.6,47,7.8,134.08,13.2,0.396,5.7,Mainstream
10863,Male,54,25.0,23,7.0,84.46,15.1,0.253,7.3,Budget Conscious
10931,Male,58,30.0,29,1.9,62.47,10.2,0.287,7.2,Budget Conscious
11209,Female,44,79.6,26,6.5,147.24,14.1,0.398,6.0,Affluent Savers
10199,Female,45,51.5,46,6.7,116.41,18.3,0.416,6.1,Mainstream
11576,Male,64,67.1,94,14.7,212.98,27.8,0.357,5.1,Noise
10889,Female,36,32.0,28,6.1,73.43,20.3,,6.2,Budget Conscious
10745,Male,46,82.0,79,18.1,192.55,28.1,0.488,4.9,Premium Loyalists
10193,Female,25,73.6,56,9.8,148.0,19.2,0.663,3.6,Mainstream
10405,Male,36,58.9,53,3.7,142.15,17.7,0.696,3.8,Mainstream
10929,Female,34,33.9,30,7.9,52.08,18.5,0.681,3.1,Budget Conscious
10484,Male,36,64.1,47,6.0,156.23,27.7,0.476,4.8,Mainstream
10159,Female,54,61.6,45,6.1,125.84,24.4,0.281,3.8,Mainstream
10316,Male,43,32.0,54,8.8,74.99,16.6,0.569,5.8,Mainstream
10257,Male,21,57.8,49,7.4,121.6,21.1,0.715,2.8,Mainstream
10008,Female,44,59.9,42,9.1,137.69,17.8,0.398,8.3,Mainstream
11276,Male,27,85.9,28,4.7,99.38,23.6,0.508,2.5,Affluent Savers
10792,Male,49,88.7,87,13.4,209.02,34.6,0.194,4.0,Premium Loyalists
11114,Male,35,30.6,24,6.3,43.38,6.9,0.558,4.8,Budget Conscious
10385,Male,40,56.9,69,9.4,134.32,34.8,0.455,5.3,Mainstream
10937,Male,55,25.4,22,7.7,89.45,17.6,0.206,8.5,Budget Conscious
10178,Male,18,49.3,44,8.6,132.2,18.8,0.565,1.8,Mainstream
10857,Male,61,28.3,23,4.1,64.84,11.3,0.376,6.4,Budget Conscious
10315,Female,59,79.3,43,7.4,198.0,21.0,0.27,6.1,Mainstream
10358,Male,36,66.6,44,12.7,132.81,21.2,0.598,5.2,Mainstream
10299,Male,68,56.8,58,10.8,79.58,16.0,0.212,7.4,Mainstream
10456,Male,26,60.8,57,7.6,163.13,34.0,0.696,2.6,Mainstream
10544,Male,33,85.6,81,10.8,206.72,28.1,0.353,3.1,Premium Loyalists
10663,Male,19,98.1,82,9.7,221.15,28.5,0.547,2.8,Premium Loyalists
10597,Female,41,85.9,79,14.2,220.13,29.0,0.619,4.4,Premium Loyalists
10965,Male,50,29.4,19,0.6,59.88,18.2,0.264,3.0,Budget Conscious
11124,Female,50,84.5,22,0.5,159.58,12.4,0.312,6.5,Affluent Savers
10686,Female,45,86.2,76,8.8,228.09,36.5,0.495,4.6,Premium Loyalists
10528,Male,27,96.6,84,12.3,216.76,26.7,0.482,4.7,Premium Loyalists
11346,Female,24,36.3,65,10.3,103.77,27.0,0.692,0.4,Young Aspirational
10160,Female,26,58.2,36,6.9,143.24,7.3,0.656,2.4,Mainstream
10800,Female,40,85.2,83,12.1,171.34,33.5,0.516,4.1,Premium Loyalists
10003,Female,46,79.0,56,5.5,164.31,28.0,0.64,5.9,Mainstream
10361,Male,51,52.0,57,12.6,112.93,23.8,0.45,3.3,Mainstream
11417,Female,23,23.8,73,15.6,77.53,28.6,0.821,3.0,Young Aspirational
10203,Male,57,56.0,45,9.8,109.15,14.6,0.359,6.3,Mainstream
11227,Male,31,83.8,25,1.7,152.03,15.7,0.42,4.7,Affluent Savers
11404,Male,21,44.4,94,17.4,197.82,39.0,0.679,0.2,Young Aspirational
10886,Female,52,32.8,13,5.1,63.05,6.2,0.49,8.3,Budget Conscious
10113,Male,41,56.0,51,11.0,122.29,14.7,0.566,5.3,Mainstream
11445,Male,26,42.2,80,13.1,126.25,31.4,0.564,2.4,Young Aspirational
11016,Male,49,32.1,18,4.8,78.87,3.3,0.296,6.9,Budget Conscious
10308,Female,30,71.0,48,6.7,166.93,18.3,0.382,0.0,Mainstream
11029,Male,41,20.8,16,5.8,54.31,13.8,0.598,1.6,Budget Conscious
10423,Female,29,55.0,51,7.9,160.75,25.5,0.66,6.7,Mainstream
11065,Male,75,33.8,24,4.0,67.82,21.0,0.205,7.5,Budget Conscious
11188,Female,64,78.3,30,0.5,110.92,8.9,0.236,3.4,Affluent Savers
11272,Male,71,89.7,22,9.3,148.99,15.8,0.142,6.5,Affluent Savers
11064,Male,57,33.7,30,8.6,44.57,13.7,0.508,6.6,Budget Conscious
10460,Male,25,59.7,30,6.0,116.15,12.2,0.768,3.0,Mainstream
10590,Female,43,93.9,89,9.2,258.35,24.7,0.399,5.1,Premium Loyalists
11389,Male,25,28.4,94,9.7,52.19,30.0,0.892,4.9,Young Aspirational
10763,Female,43,95.6,85,15.1,206.36,23.5,0.426,5.3,Premium Loyalists
10816,Male,42,86.4,84,5.6,215.97,26.1,0.34,6.2,Premium Loyalists
11450,Male,24,35.5,82,13.4,112.28,38.9,0.542,3.0,Young Aspirational
11038,Male,20,20.2,21,2.5,52.09,13.8,0.634,1.4,Budget Conscious
10450,Male,40,63.7,38,2.9,110.27,13.3,0.486,6.0,Mainstream
11396,Female,30,16.1,80,14.5,93.81,26.6,0.548,4.8,Young Aspirational
10680,Female,39,86.9,73,9.6,207.55,23.8,0.441,6.3,Premium Loyalists
10693,Female,43,88.7,77,12.7,168.05,30.1,0.327,2.7,Premium Loyalists
11074,Male,47,28.8,31,8.0,94.52,19.3,0.499,6.4,Budget Conscious
10081,Female,43,68.8,52,11.7,154.7,27.1,0.337,6.6,Mainstream
11405,Female,27,17.8,64,9.2,132.66,24.8,0.463,2.1,Young Aspirational
11082,Male,41,27.4,20,5.6,41.39,11.1,0.479,2.9,Budget Conscious
11088,Male,46,22.5,21,8.9,76.77,3.6,0.319,7.8,Budget Conscious
11226,Female,71,85.9,30,2.4,161.34,19.5,0.355,7.6,Affluent Savers
11257,Male,59,88.8,19,5.1,110.67,5.6,0.114,6.6,Affluent Savers
10216,Female,31,62.3,60,12.6,133.44,21.6,0.526,3.6,Mainstream
11442,Male,26,-5.1,95,11.1,89.69,22.3,0.951,4.7,Young Aspirational
10031,Female,36,71.4,60,11.0,168.57,25.6,0.411,5.1,Mainstream
10243,Female,18,59.4,49,8.3,111.76,20.2,0.769,0.9,Mainstream
11190,Male,53,90.0,25,2.6,196.83,10.4,0.228,5.1,Affluent Savers
11078,Male,37,28.6,22,4.8,69.12,17.3,0.642,2.9,Budget Conscious
10642,Female,41,90.2,82,13.8,207.8,34.0,0.327,4.1,Premium Loyalists
10697,Male,63,93.4,72,9.5,216.28,25.2,0.251,4.9,Premium Loyalists
10210,Female,21,50.5,58,9.0,119.54,16.4,0.718,0.0,Mainstream
10952,Male,35,22.3,12,3.2,11.49,6.8,0.429,4.6,Budget Conscious
10771,Female,34,88.9,92,15.4,211.0,45.1,0.53,3.3,Premium Loyalists
10753,Female,28,96.7,83,12.9,223.1,34.5,0.581,4.3,Premium Loyalists
11561,Male,38,29.2,84,14.3,112.58,25.8,0.462,5.4,Noise
10436,Female,36,62.0,42,11.5,171.62,24.2,0.574,6.7,Mainstream
11408,Male,26,31.2,68,10.6,134.38,23.6,0.796,4.8,Young Aspirational
11504,Male,21,20.0,54,5.3,61.63,22.7,0.597,1.0,Young Aspirational
11173,Female,33,93.1,35,5.2,200.35,15.7,0.512,3.1,Affluent Savers
11465,Male,22,19.4,86,19.2,87.67,23.8,0.584,2.5,Young Aspirational
10689,Male,42,92.6,89,10.7,216.36,30.2,0.561,3.8,Premium Loyalists
10552,Male,34,82.2,82,12.3,246.46,31.9,0.649,3.6,Premium Loyalists
10545,Female,27,89.8,82,12.6,244.75,23.0,0.665,7.1,Premium Loyalists
11121,Male,44,75.7,12,5.4,125.13,14.6,0.663,6.2,Affluent Savers
10833,Male,26,26.2,22,4.8,33.3,5.4,0.577,4.4,Budget Conscious
11128,Male,49,83.2,20,7.6,168.01,10.9,0.613,5.6,Affluent Savers
10987,Male,34,22.5,19,7.1,74.12,8.4,0.612,8.5,Budget Conscious
10715,Male,32,86.1,90,14.8,231.09,32.3,0.585,2.3,Premium Loyalists
10404,Female,54,66.2,44,9.8,134.89,13.7,0.243,5.8,Mainstream
11586,Female,67,35.1,71,10.9,116.45,26.6,0.237,4.0,Noise
10363,Female,36,55.7,65,8.4,125.49,24.6,0.635,5.1,Mainstream
10272,Female,47,57.4,47,4.3,121.46,17.4,0.371,4.4,Mainstream
10467,Female,18,40.4,52,10.7,129.52,16.0,0.546,0.9,Mainstream
11435,Male,23,18.5,84,14.3,70.97,28.6,0.549,3.6,Young Aspirational
11180,Male,51,80.2,29,6.2,147.3,16.5,0.22,7.2,Affluent Savers
11049,Female,40,39.1,27,1.2,99.85,23.2,0.54,5.9,Budget Conscious
10278,Female,42,60.4,49,9.4,110.26,15.7,0.406,6.0,Mainstream
11433,Male,35,17.0,87,13.5,122.55,25.7,0.353,5.5,Young Aspirational
11523,Male,28,28.4,51,8.4,117.9,26.2,0.301,2.7,Noise
11489,Female,22,21.0,79,17.1,84.68,23.2,0.789,5.0,Young Aspirational
10442,Male,44,72.5,51,4.6,120.44,21.8,0.304,2.3,Mainstream
10723,Male,38,89.5,86,9.7,222.79,20.6,0.435,4.2,Premium Loyalists
10787,Female,58,85.4,84,13.4,193.16,30.7,0.309,5.4,Premium Loyalists
11397,Male,24,26.7,80,12.6,146.56,31.0,0.544,3.0,Young Aspirational
10443,Female,39,63.8,59,10.0,176.53,21.5,0.511,3.0,Mainstream
10300,Female,36,66.8,38,8.8,164.93,23.2,0.684,0.8,Mainstream
11052,Female,48,20.5,16,5.2,10.0,10.1,0.212,6.5,Budget Conscious
10376,Female,29,59.7,48,8.8,130.94,12.8,0.521,3.2,Mainstream
11588,Female,60,78.4,41,6.6,136.86,23.2,0.285,6.2,Noise
11199,Female,34,83.4,25,2.7,153.58,9.4,0.561,2.1,Affluent Savers
10017,Male,40,66.3,49,6.1,142.74,17.4,0.57,3.6,Mainstream
10907,Male,55,26.8,22,12.7,109.62,10.8,0.541,7.3,Budget Conscious
11529,Male,42,24.5,66,13.2,50.45,17.5,0.448,3.6,Noise
11183,Male,35,86.5,33,2.6,164.12,23.8,0.488,3.0,Affluent Savers
10473,Male,48,58.1,46,12.2,93.23,27.1,0.383,5.9,Mainstream
11567,Male,54,63.2,82,9.3,131.2,21.5,0.373,5.5,Noise
10564,Female,46,85.4,85,15.7,191.86,27.0,0.49,3.3,Premium Loyalists
10872,Male,60,37.7,26,6.7,82.17,14.6,0.244,4.8,Budget Conscious
11592,Female,39,69.3,91,10.5,222.6,32.4,0.652,1.6,Noise
10751,Male,25,90.0,80,9.0,205.2,32.8,0.849,3.4,Premium Loyalists
10389,Female,45,63.1,60,8.9,149.95,25.4,0.512,2.6,Mainstream
10023,Female,33,55.9,50,9.3,166.44,27.3,0.736,5.3,Mainstream
10899,Male,51,30.6,20,3.9,99.59,19.3,0.512,4.2,Budget Conscious
11178,Female,47,95.7,19,2.0,154.77,15.7,0.26,6.0,Affluent Savers
11265,Male,59,79.1,30,0.5,139.15,23.6,0.193,7.2,Affluent Savers
10125,Female,27,45.0,23,3.6,63.58,16.3,0.819,4.8,Mainstream
10424,Female,43,31.3,33,8.3,107.49,17.4,0.405,5.9,Mainstream
10978,Female,59,35.9,14,1.2,138.67,8.9,0.483,4.4,Budget Conscious
10774,Male,29,84.5,78,12.0,219.08,32.1,0.543,4.2,Premium Loyalists
10881,Male,49,27.7,14,2.8,10.37,14.5,0.475,3.3,Budget Conscious
11443,Female,28,38.7,76,9.0,120.93,25.1,0.712,2.4,Young Aspirational
10471,Female,39,51.4,54,6.8,95.08,21.0,0.336,3.6,Mainstream
10722,Female,33,89.6,82,13.7,233.61,19.7,0.528,6.1,Premium Loyalists
11105,Female,27,25.4,17,8.4,37.72,13.4,0.742,0.2,Budget Conscious
11607,Female,51,93.6,40,7.5,186.85,10.3,0.452,7.3,Noise
10143,Female,29,68.3,55,6.6,122.14,22.6,0.828,4.1,Mainstream
10051,Female,31,53.0,60,8.7,80.26,20.3,0.659,4.9,Mainstream
10864,Male,58,33.9,16,2.7,111.3,14.0,0.577,5.6,Budget Conscious
11498,Female,28,18.9,76,15.9,82.35,22.4,0.604,2.3,Young Aspirational
11122,Female,40,80.5,20,5.1,163.58,17.2,0.43,5.4,Affluent Savers
10624,Female,39,90.3,89,13.1,228.44,29.2,0.461,3.6,Premium Loyalists
11166,Female,24,97.5,18,3.7,173.46,13.0,0.626,2.4,Affluent Savers
10082,Male,38,48.3,31,6.6,85.6,14.6,0.357,2.3,Mainstream
10704,Female,39,92.8,82,13.9,214.13,25.4,0.557,3.2,Premium Loyalists
10483,Female,35,66.3,42,8.3,197.98,19.8,0.594,6.0,Mainstream
10322,Male,48,43.0,37,5.2,97.99,17.3,0.669,4.8,Mainstream
11551,Male,38,59.6,15,1.3,91.73,18.3,0.511,3.3,Noise
10506,Male,35,58.0,67,8.7,149.14,22.0,0.515,5.1,Mainstream
11526,Female,25,38.9,51,10.0,102.67,33.2,0.807,3.2,Noise
10842,Male,32,32.0,27,5.3,119.1,19.4,0.527,5.6,Budget Conscious
10067,Female,23,55.0,44,6.8,122.36,27.9,0.83,2.2,Mainstream
11375,Female,25,39.2,80,14.2,151.2,37.4,0.698,2.8,Young Aspirational
10734,Female,54,89.2,79,13.7,203.96,27.1,0.309,3.6,Premium Loyalists
11424,Female,23,24.0,78,14.6,116.9,34.4,0.719,3.1,Young Aspirational
10802,Female,46,90.8,85,12.7,190.01,27.0,0.264,6.1,Premium Loyalists
10975,Male,57,32.6,25,5.2,110.76,19.2,0.204,6.2,Budget Conscious
10908,Female,44,35.3,26,5.6,73.11,8.9,0.359,4.4,Budget Conscious
10032,Female,26,53.4,52,6.7,118.0,28.2,0.719,0.8,Mainstream
10796,Female,33,85.3,82,10.5,216.34,41.5,0.427,1.1,Premium Loyalists
10418,Female,39,68.4,50,6.7,141.14,19.8,0.477,3.0,Mainstream
10882,Female,47,28.1,21,3.1,43.24,12.1,0.402,5.4,Budget Conscious
10633,Female,46,82.3,83,12.7,198.48,39.2,0.444,6.7,Premium Loyalists
11248,Male,33,99.7,17,8.3,174.07,12.1,0.742,3.7,Affluent Savers
11153,Male,45,73.2,39,10.7,148.05,16.9,0.553,6.7,Affluent Savers
10065,Male,26,67.8,49,8.8,137.13,14.0,0.622,4.1,Mainstream
10140,Female,43,48.3,43,7.6,141.31,21.2,0.392,5.1,Mainstream
11294,Female,64,89.7,25,4.4,130.8,10.5,0.194,4.2,Affluent Savers
11288,Male,37,75.6,26,6.0,123.7,22.9,0.795,4.2,Affluent Savers
10078,Male,34,48.0,61,7.5,129.46,22.1,0.647,3.0,Mainstream
10492,Male,41,52.1,53,12.0,117.27,22.2,0.463,4.8,Mainstream
11133,Female,42,88.4,25,13.1,170.89,10.6,0.593,4.3,Affluent Savers
11264,Female,54,76.8,29,3.5,151.83,7.1,0.346,5.4,Affluent Savers
10533,Male,39,92.6,78,11.7,206.01,23.2,0.428,2.1,Premium Loyalists
10066,Female,46,68.7,45,6.0,118.28,20.2,0.298,3.2,Mainstream
11356,Female,27,22.2,84,11.8,98.3,25.1,0.443,3.4,Young Aspirational
11406,Female,21,44.2,86,12.8,146.44,28.1,0.557,2.5,Young Aspirational
11351,Male,27,28.1,78,5.0,80.1,20.7,0.548,6.0,Young Aspirational
10297,Female,43,55.3,28,7.5,75.8,17.4,0.664,3.3,Mainstream
10592,Male,32,93.4,76,8.7,189.74,28.2,0.554,4.4,Premium Loyalists
10420,Male,42,47.4,35,4.2,96.8,17.1,0.57,3.5,Mainstream
10768,Male,38,85.1,82,10.9,184.48,30.8,0.654,4.0,Premium Loyalists
10893,Male,46,27.2,31,3.8,61.02,13.6,0.361,4.0,Budget Conscious
10439,Female,34,59.4,49,5.0,146.07,16.2,0.367,1.1,Mainstream
10262,Male,18,50.0,40,9.1,149.15,20.0,0.658,0.1,Mainstream
11071,Female,39,22.9,15,8.8,54.14,21.4,0.347,5.0,Budget Conscious
10955,Male,44,27.8,35,7.8,52.77,13.6,0.138,3.1,Budget Conscious
10725,Female,61,87.5,86,13.6,223.87,37.0,0.293,5.7,Premium Loyalists
11572,Male,59,27.6,58,7.9,101.52,30.8,0.496,5.2,Noise
10282,Female,32,62.1,45,5.3,155.59,15.1,0.824,3.5,Mainstream
10627,Male,46,88.4,91,13.3,263.51,41.6,0.514,6.8,Premium Loyalists
11216,Female,31,84.3,14,7.3,112.43,11.5,0.665,2.4,Affluent Savers
11131,Female,50,86.4,26,3.0,196.98,16.4,0.358,3.5,Affluent Savers
11554,Male,49,52.8,3,3.9,59.85,7.1,0.33,4.8,Noise
